id,title,Main Story,Main + Extras,Completionist,All Styles,Co-Op,Vs.,Type,Developers,Publishers,Playable On,Genres,NA,EU,JP
+658,Assassin's Creed III: The Tyranny of King Washington DLC,5,7,9.5,6.5,NA,NA,DLC/Expansion,Ubisoft,Ubisoft,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360","Action, Adventure","February 20, 2013",NA,NA
+12707,Assassin's Creed IV: Black Flag,22.5,40.5,57.5,38,NA,NA,NA,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One","Third-Person, Action, Open World, Stealth","October 29, 2013","November 01, 2013","November 28, 2013"
+15418,Assassin's Creed IV: Black Flag - Aveline DLC,0.75,0.7666666666666667,0.85,0.7666666666666667,NA,NA,DLC/Expansion,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4","Action, Adventure",December 2013,NA,NA
+57503,Assassin's Creed Odyssey,39.5,72.5,115,79.5,NA,NA,NA,Ubisoft Quebec,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World, Role-Playing","October 04, 2018","October 04, 2018",NA
+62916,Assassin's Creed Odyssey - Legacy of the First Blade,4,7,12,9,NA,NA,DLC/Expansion,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure, Open World, Role-Playing","December 04, 2018","December 04, 2018","December 04, 2018"
+66676,Assassin's Creed Odyssey - The Fate of Atlantis,6.5,9.5,11,8.5,NA,NA,DLC/Expansion,Ubisoft Quebec,Ubisoft,"PC, PlayStation 4","Third-Person, Action, Open World, Role-Playing","April 23, 2019","April 23, 2019",NA
+46402,Assassin's Creed Origins,28.5,49,80.5,54.5,NA,NA,NA,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure","October 26, 2017","October 26, 2017",NA
+53587,Assassin's Creed Origins: The Curse of the Pharaohs,10,12.5,16,14,NA,NA,DLC/Expansion,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure","March 13, 2018","March 13, 2018",NA
+52773,Assassin's Creed Origins: The Hidden Ones,4.5,6,8.5,6.5,NA,NA,DLC/Expansion,Ubisoft Montreal,NA,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World","January 23, 2018","January 23, 2018",NA
+62610,Assassin's Creed Rebellion,NA,96,NA,96,NA,NA,NA,NA,Ubisoft,NA,"Role-Playing, Strategy",NA,NA,NA
+57736,Assassin's Creed Syndicate - The Dreadful Crimes,2,NA,4,4,NA,NA,DLC/Expansion,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",NA,"PC, PlayStation 4",NA,"April 11, 2016","April 11, 2016",NA
+659,Assassin's Creed: Altair's Chronicles,5,5,5,5,NA,NA,NA,Gameloft,Ubisoft,"iOS, Mobile, Nintendo DS",Action-adventure,"February 05, 2008",NA,NA
+660,Assassin's Creed: Bloodlines,6.5,8,15.5,7.5,NA,NA,NA,"Ubisoft Montreal, Griptonite Games",Ubisoft,"PlayStation Vita, PSP","Third-Person, Action, Adventure","November 17, 2009","November 20, 2009","December 23, 2009"
+661,Assassin's Creed: Brotherhood,15h,22h,29h,20h,NA,NA,NA,"Ubisoft Montreal, Ubisoft Annecy",Ubisoft,"PC, OnLive, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Third-Person, Action, Adventure, Platform","November 16, 2010","November 19, 2010",NA
+662,Assassin's Creed: Brotherhood - Copernicus Conspiracy DLC,1.5,1.5,1.5,1.5,NA,NA,DLC/Expansion,Ubisoft,Ubisoft,"PC, PlayStation 3, Xbox 360","Action, Adventure, Platformer","November 16, 2010","November 19, 2010",NA
+663,Assassin's Creed: Brotherhood - The Da Vinci Disappearance DLC,2.5,2.5,3,2.5,NA,NA,DLC/Expansion,Ubisoft,Ubisoft,"PC, PlayStation 3, Xbox 360","Action, Adventure, Platformer","March 08, 2011","March 08, 2011",NA
+15441,Assassin's Creed: Freedom Cry,4.5,5.5,7,5.5,NA,NA,NA,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Action, Adventure","December 18, 2013","February 25, 2014",NA
+34326,Assassin's Creed: Identity,5,20,100,16,NA,NA,NA,Ubisoft Blue Byte,Ubisoft,"Android, iOS","Action, Adventure, Stealth","February 25, 2016","February 25, 2016","February 25, 2016"
+20875,Assassin's Creed: Memories,NA,NA,NA,NA,NA,NA,NA,Ubisoft,Ubisoft,NA,Card Game,"August 20, 2014","August 20, 2014",NA
+57815,Assassin's Creed: Multiplayer Rearmed,NA,NA,NA,NA,NA,NA,NA,Ubisoft,Ubisoft,NA,"Top-Down, Action","October 21, 2011","October 21, 2011","October 21, 2011"
+20986,Assassin's Creed: Pirates,40,NA,44,42,NA,NA,NA,Ubisoft Paris,NA,Android,NA,"December 05, 2013",NA,NA
+57818,Assassin's Creed: Pirates - Cold Blood,NA,NA,NA,NA,NA,NA,DLC/Expansion,Ubisoft Paris,Ubisoft,NA,NA,"September 04, 2014","September 04, 2014","September 04, 2014"
+57820,Assassin's Creed: Pirates - Quest for Eden,NA,NA,NA,NA,NA,NA,DLC/Expansion,Ubisoft Paris,Ubisoft,NA,NA,"June 11, 2015","June 11, 2015","June 11, 2015"
+57819,Assassin's Creed: Pirates - The Lost Temples,NA,NA,NA,NA,NA,NA,DLC/Expansion,Ubisoft Paris,Ubisoft,NA,NA,"December 18, 2014","December 18, 2014","December 18, 2014"
+13291,Assassin's Creed: Project Legacy,6,NA,NA,6,NA,NA,NA,NA,Ubisoft,Browser,Strategy,"September 30, 2010",NA,NA
+57811,Assassin's Creed: Project Legacy - Divine Science,NA,NA,NA,NA,NA,NA,DLC/Expansion,NA,Ubisoft,NA,NA,"July 04, 2011",NA,NA
+57810,Assassin's Creed: Project Legacy - Holidays,NA,NA,NA,NA,NA,NA,DLC/Expansion,NA,Ubisoft,NA,NA,"December 22, 2010",NA,NA
+57808,Assassin's Creed: Project Legacy - Italian Wars,NA,NA,NA,NA,NA,NA,DLC/Expansion,NA,NA,NA,NA,"September 30, 2010",NA,NA
+57809,Assassin's Creed: Project Legacy - Rome,NA,NA,NA,NA,NA,NA,DLC/Expansion,NA,Ubisoft,NA,NA,"November 15, 2010",NA,NA
+57816,Assassin's Creed: Recollection,NA,NA,NA,NA,NA,NA,NA,Ubisoft,Ubisoft,NA,"Top-Down, Card Game","December 13, 2011","December 13, 2011","December 13, 2011"
+664,Assassin's Creed: Revelations,11h,18h,23h,15h,NA,NA,NA,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",NA,"November 15, 2011","November 15, 2011",NA
+665,Assassin's Creed: Revelations - The Lost Archive DLC,2,2,3,2,NA,NA,DLC/Expansion,Ubisoft,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360","Action, Adventure","February 28, 2012",NA,NA
+21246,Assassin's Creed: Rogue,10.5,21,37,18.5,NA,NA,NA,Ubisoft Sofia,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Action, Adventure, Stealth","November 11, 2014","November 13, 2014",NA
+26706,Assassin's Creed: Syndicate,18,32.5,53,32,NA,NA,NA,Ubisoft Quebec,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World, Stealth","October 23, 2015","November 18, 2015",NA
+22926,Assassin's Creed: Syndicate - Jack the Ripper,3,5,8,5.5,NA,NA,DLC/Expansion,Ubisoft Montpellier,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Real-Time, Action, Adventure","December 15, 2015","December 15, 2015",NA
+33661,Assassin's Creed: Syndicate - The Last Maharaja,2.5,3,3.5,3,NA,NA,DLC/Expansion,NA,Ubisoft,"PC, PlayStation 4, Xbox One","Action, Adventure","March 01, 2016",NA,NA
+42685,Assassin's Creed: The Ezio Collection,NA,NA,NA,NA,NA,NA,NA,Ubisoft,Ubisoft,"PlayStation 4, Xbox One","Third-Person, Action, Adventure","November 15, 2016",NA,NA
+21269,Assassin's Creed: Unity,16.5,32,77.5,29,NA,NA,NA,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure, Stealth","November 11, 2014","November 13, 2014","November 20, 2014"
+23639,Assassin's Creed: Unity - Dead Kings DLC,4,5,8,5,NA,NA,DLC/Expansion,Ubisoft Montpellier,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure, Stealth","January 13, 2015","January 13, 2015",NA
+44899,Assassination Box,NA,NA,NA,NA,NA,NA,NA,VitaliZelenyuk,VitaliZelenyuk,NA,Action,"January 19, 2017","January 19, 2017",NA
+57944,Assassination Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
+50550,Assassination Station,NA,NA,NA,NA,NA,NA,NA,Fabio Biancarelli,Fabio Biancarelli,NA,Action,"September 29, 2017","September 29, 2017",NA
+39059,Assassins vs Pirates,NA,NA,NA,NA,NA,NA,NA,DEADBIT,DEADBIT,NA,Action,"May 10, 2016",NA,NA
+36093,Assault (1983),NA,NA,NA,NA,NA,NA,NA,Bomb,Onbase,NA,Shooter,1983,NA,NA
+20968,Assault Android Cactus,3,6.5,25,4.5,NA,NA,NA,Witch Beam,NA,"Nintendo Switch, PC, PlayStation 4, Xbox One","Multidirectional, Shooter","August 28, 2013",NA,NA
+41320,Assault Gunners,3,6,NA,4.5,NA,NA,NA,SHADE Inc.,"Marvelous, Marvelous Europe Limited",Nintendo Switch,Action,"March 20, 2018","March 20, 2018",NA
+667,Assault Heroes,2,3,NA,3,NA,NA,NA,Wanako Studios,"Sierra Online, Konami(PSN)",Xbox 360,Top-down shooter,"December 13, 2006","December 13, 2006",NA
+668,Assault Heroes 2,NA,5.5,NA,5.5,NA,NA,NA,Wanako Studios,Sierra Online,Xbox 360,Top-down shooter,"May 14, 2008","May 14, 2008",NA
+669,Assault Rigs,7,NA,NA,7,NA,NA,NA,"Psygnosis, Perfect Entertainment",Psygnosis,PlayStation,Action,1996,NA,NA
+62041,Assault Spy,7,7.5,10,8.5,NA,NA,NA,Wazen,NIS America,PC,Action,"October 02, 2018","October 02, 2018",NA
+26123,Assault Suit Leynos 2,NA,NA,NA,NA,NA,NA,NA,NCS,Masaya,NA,"Platform, Shooter",NA,NA,"February 17, 1997"
+26124,Assault Suits Valken 2,NA,NA,NA,NA,NA,NA,NA,NCS,Masaya,NA,"Role-Playing, Strategy",NA,NA,"July 29, 1999"
+49894,Assault Trooper,1.5,NA,NA,1.5,NA,NA,NA,Juha Kauppinen,Webfoot Technologies,NA,"Top-Down, Action",NA,1997,NA
+40691,Assault on Arnhem,NA,NA,NA,NA,NA,NA,NA,"Bookmark Games, HexWar Games",HexWar Games,NA,"Turn-Based, Strategy","March 11, 2016",NA,NA
+670,Assault: Retribution,NA,NA,2.5,2.5,NA,NA,NA,Candle Light Studios,Midway Games,PlayStation,Action,"October 31, 1998",September 1998,NA
+16887,Assetto Corsa,44,120,130,74,NA,NA,NA,Kunos Simulazioni,Kunos Simulazioni,"PC, PlayStation 4","First-Person, Third-Person, Virtual Reality, Racing, Simulation","December 19, 2014",NA,NA
+61942,Assetto Corsa Competizione,NA,NA,NA,NA,NA,NA,NA,Kunos Simulazioni,505 Games,NA,"Racing, Simulation","September 12, 2018","September 12, 2018",NA
+671,Astal,2,NA,NA,2,NA,NA,NA,Sega,Sega,Sega Saturn,Platformer,"April 27, 1995",NA,"April 28, 1995"
+19205,Astebreed,2,2.5,2.5,2,NA,NA,NA,Edelweiss,Active Gaming Media,"PC, PlayStation 4","Top-Down, Scrolling, Action, Arcade, Shooter",NA,"May 30, 2014",NA
+16436,Asteria,NA,NA,NA,NA,NA,NA,NA,Legend Studio,Legend Studio,PC,"Real-Time, Action, Platform, Sandbox","November 05, 2013",NA,NA
+16129,Asterix & Obelix Take On Caesar,NA,NA,NA,NA,NA,NA,NA,NA,Cryo Interactive,NA,Action,1999,NA,NA
+62783,Asterix & Obelix XXL 2,8,NA,9,8.5,NA,NA,NA,OSome Studio,Microids,PC,NA,"November 28, 2018","November 28, 2018",NA
+18210,Asterix & Obelix XXL 2: Mission: Wifix,NA,NA,9,9,NA,NA,NA,"Mistic Software, Tate Interactive",Atari,PSP,"Action, Adventure, Platform",NA,"November 17, 2006",NA
+25780,Asterix & Obelix: Kick Buttix,8,NA,13,9.5,NA,NA,NA,"�tranges Libellules, Velez & Dubail",Atari,"PC, PlayStation 2","Action, Adventure",NA,"March 19, 2003",NA
+41849,Asterix (1991),2,2.5,3,2.5,NA,NA,NA,SEGA,SEGA,Sega Master System,Platform,NA,April 1992,NA
+41967,Asterix (1992),0.6666666666666666,NA,NA,0.6666666666666666,NA,NA,NA,Konami,Konami,NA,Beat 'em Up,1992,NA,NA
+672,Asterix (1993),1,2,NA,1,NA,NA,NA,"Bit Managers, Infogrames",Infogrames,"Game Boy, NES/Famicom, Super Nintendo/Famicom","Action, Platform",NA,1993,NA
+26070,Asterix (1999),8,16,NA,10.5,NA,NA,NA,Sourcery,Infogrames,"PC, PlayStation","Top-Down, Real-Time, Turn-Based, Beat 'em Up, Strategy, Tactical",NA,March 1999,NA
+13163,Asterix and Obelix,1,12,NA,6.5,NA,NA,NA,Bit Managers,Infogrames,Super Nintendo,Platform,NA,1995,NA
+18403,Asterix and the Great Rescue,NA,4,NA,4,NA,NA,NA,Core Design,Sega,Sega Mega Drive/Genesis,Platform,1994,November 1993,NA
+29624,Asterix and the Magic Carpet,NA,NA,NA,NA,NA,NA,NA,Coktel Vision,Coktel Vision,NA,"Action, Adventure",1987,NA,NA
+16094,Asterix and the Power of the Gods,3,NA,NA,3,NA,NA,NA,Core Design,Sega,Sega Mega Drive/Genesis,"Action, Platform",NA,1995,1995
+674,Asterix and the Secret Mission,NA,NA,2,2,NA,NA,NA,Sega,Sega,"Sega Game Gear, Sega Master System","Action, Action, Adventure",1993,1993,NA
+675,Asterix at the Olympic Games,5,7,14,7,NA,NA,NA,Etranges Libellules,Atari,"PC, PlayStation 2, Xbox 360","Arcade, Platform, Sports","November 09, 2007",NA,NA
+25129,Asterix: Mega Madness,NA,NA,NA,NA,NA,NA,NA,Unique Development Studios,Infogrames,NA,Party,NA,"June 29, 2001",NA
+23133,Asterix: Search for Dogmatix,1.5,NA,NA,1.5,NA,NA,NA,Rebellion,Atari,Game Boy Color,Platform,"June 22, 2000",NA,NA
+35524,Asteroid Bounty Hunter,3.5,NA,7,5.5,NA,NA,NA,Just1337 Studio,Kupi Key,PC,Action,"February 17, 2016",NA,NA
+676,Asteroids,1,3,NA,1.5,NA,NA,NA,Atari,Atari,"Arcade, Atari 2600, Atari 7800, PC",Shooter,November 1979,NA,NA
+28786,Asteroids & Deluxe,NA,NA,NA,NA,NA,NA,NA,Stainless Games,Xbox LIVE Arcade,NA,Arcade,"November 28, 2007","November 28, 2007",NA
+32334,Asteroids (1998),NA,NA,NA,NA,NA,NA,NA,NA,Activision,NA,NA,1998,NA,NA
+31172,Asteroids Hyper 64,1.5,NA,NA,1.5,NA,NA,NA,Syrox Developments,Crave,Nintendo 64,"Multidirectional, Shooter","December 14, 1999",NA,NA
+54085,Asteroids Millennium,NA,NA,NA,NA,NA,NA,NA,Geoff Nagy,Geoff Nagy,NA,Action,"August 07, 2017","August 07, 2017",NA
+39649,Asteroids Minesweeper,NA,NA,NA,NA,NA,NA,NA,Francois Braud (Volatile Dove),Francois Braud (Volatile Dove),PC,Puzzle,"July 08, 2016",NA,NA
+27827,Asteroids: Outpost,NA,NA,NA,NA,NA,NA,NA,Salty Games,Atari,NA,"Massively Multiplayer, Simulation","March 26, 2015",NA,NA
+35953,AsteroidsHD,NA,NA,NA,NA,NA,NA,NA,NewWorldCoders,NewWorldCoders,NA,Action,"March 04, 2016",NA,NA
+46633,Astervoid 2000,NA,NA,NA,NA,NA,NA,NA,"Mad Capacity, LREVG","Mad Capacity, LREVG",NA,Action,"December 01, 2016","December 01, 2016",NA
+677,Astonishia Story,16.5,19,20.5,19.5,NA,NA,NA,Sonnori,Ubisoft (North America & Europe),PSP,Role-playing,"June 27, 2006","June 30, 2006","September 28, 2006"
+24629,Astra Superstars,0.5833333333333334,NA,NA,0.5833333333333334,NA,NA,NA,Sunsoft,Sunsoft,Sega Saturn,Fighting,NA,NA,"June 06, 1998"
+63047,Astraeus,5,NA,NA,5,NA,NA,NA,E McNeill,E McNeill,NA,"Virtual Reality, Real-Time, Strategy","May 01, 2018","May 01, 2018",NA
+32182,Astral Breakers,NA,NA,NA,NA,NA,NA,NA,Intropy Games,Intropy Games,NA,"Action, Puzzle","February 04, 2016",NA,NA
+64993,Astral Chain,NA,NA,NA,NA,NA,NA,NA,PlatinumGames,Nintendo,NA,Action,"August 30, 2019",NA,NA
+42779,Astral Domine,NA,NA,NA,NA,NA,NA,NA,Spectral Illusions,Spectral Illusions,NA,"Virtual Reality, Adventure","May 01, 2016","May 01, 2016",NA
+44770,Astral Heroes,NA,NA,NA,NA,NA,NA,NA,Apus Software,Apus Software,NA,Card Game,"October 20, 2016","October 20, 2016",NA
+678,Astral Masters,NA,NA,NA,NA,NA,NA,NA,Apus Software,NA,NA,Card Game,2008,NA,NA
+38071,Astral Terra,NA,NA,NA,NA,NA,NA,NA,Tethys Interactive,Tethys Interactive,NA,"Open World, Survival","November 10, 2015","November 10, 2015",NA
+59890,Astral Towers,NA,NA,NA,NA,NA,NA,NA,Apus Software,Apus Software,NA,"Turn-Based, Card Game","October 18, 2013",NA,NA
+23944,Astray,2,NA,2,2,NA,NA,NA,Aegon Games,Aegon Games,PC,"First-Person, Adventure, Puzzle",NA,"February 03, 2015",NA
+50969,Astro Bears Party,NA,NA,NA,NA,NA,1.5,NA,QubicGames,QubicGames,Nintendo Switch,"Top-Down, Multidirectional, Real-Time, Party","September 28, 2017",NA,NA
+39911,Astro Blaster,NA,NA,NA,NA,NA,NA,NA,Sega,Sega,NA,"Scrolling, Shooter","December 31, 1981",NA,NA
+61569,Astro Bot Rescue Mission,7.5,9,12.5,9.5,NA,NA,NA,JAPAN Studio,Sony Interactive Entertainment,"PlayStation 4, PlayStation VR","Virtual Reality, Platform","October 02, 2018",NA,NA
+679,Astro Boy (2004),4,NA,NA,4,NA,NA,NA,Sonic Team,Sega,PlayStation 2,Action,"August 04, 2004","February 11, 2005",NA
+47732,Astro Boy: Edge of Time,NA,NA,NA,NA,NA,NA,NA,Project Atom,Active Gaming Media,NA,"Adventure, Strategy","June 20, 2017","June 20, 2017",NA
+680,Astro Boy: Omega Factor,3,6.5,12,4.5,NA,NA,NA,"Treasure, Hitmaker",Sega,Game Boy Advance,Beat 'em up,"August 18, 2004","February 18, 2005","December 18, 2003"
+20812,Astro Boy: The Video Game,NA,NA,NA,NA,NA,NA,NA,"High Voltage Software, Art",D3 Publisher,PlayStation 2,"Action, Platform","October 14, 2009","October 22, 2009","October 08, 2009"
+16410,Astro Emporia,NA,NA,NA,NA,NA,NA,NA,NA,Squirrelbot Games,PC,"Turn-Based, Strategy",NA,NA,NA
+32154,Astro Lords,NA,NA,NA,NA,NA,NA,NA,Aratog,Tartezal Holdings,NA,Strategy,"September 29, 2015",NA,NA
+36014,Astro Lords: Oort Cloud,NA,NA,NA,NA,NA,NA,NA,Aratog,BISBOG,NA,"Massively Multiplayer, Strategy","January 15, 2016",NA,NA
+681,Astro Tripper,2,NA,5.5,3,NA,NA,NA,PomPom Games,PomPom Games,"PC, PlayStation 3","Side-Scroller, Shoot 'em Up","March 12, 2009","December 11, 2008",NA
+682,Astro Warrior,0.25,NA,NA,0.25,NA,NA,NA,Sega,Sega,Sega Master System,"Multidirectional, Shooter",1986,NA,NA
+31412,AstroFire,NA,NA,NA,NA,NA,NA,NA,ORT Software,ORT Software,NA,"Top-Down, Action","April 29, 1994",NA,NA
+685,AstroPop,0.6333333333333333,NA,NA,0.6333333333333333,NA,NA,NA,PopCap Games,PopCap Games,PC,Puzzle,"April 06, 2004",NA,NA
+683,Astroblast,0.08333333333333333,NA,NA,0.08333333333333333,NA,NA,NA,Mattel,Mattel,Atari 2600,Shooter,1981,1982,NA
+41098,Astroflux,NA,NA,NA,NA,NA,NA,NA,Fula Fisken,Fula Fisken,NA,NA,"September 27, 2016",NA,NA
+64429,Astrohazard Solutions Ltd.,NA,NA,NA,NA,NA,NA,NA,Bob Games,Bob Games,NA,NA,"December 11, 2017","December 11, 2017",NA
+22162,Astroloco: Worst Contact,2.5,NA,5,4,NA,NA,NA,NA,NA,NA,"Adventure, Puzzle","March 14, 2013",NA,NA
+29780,Astronaut Simulator,NA,NA,NA,NA,NA,NA,NA,Astrosimer,Astrosimer,NA,NA,"April 02, 2015",NA,NA
+42182,Astroneer,5.5,11,13,9.5,NA,NA,NA,System Era Softworks,System Era Softworks,PC,"Adventure, Open World","December 15, 2016",NA,NA
+684,Astronoka,NA,NA,NA,NA,NA,NA,NA,"MuuMuu, System Sacom","Enix, Square Enix (PSN)",NA,Simulation,NA,NA,"August 27, 1998"
+686,Astroslugs,NA,NA,NA,NA,NA,NA,NA,Bit Barons,NA,NA,Puzzle,"January 27, 2011",NA,NA
+14097,Astrosmash,NA,NA,NA,NA,NA,NA,NA,Mattel,Mattel,NA,Shooter,1981,1982,NA
+65876,Astrox Imperium,NA,NA,NA,NA,NA,NA,NA,Jace Masula,Jace Masula,NA,NA,"March 22, 2019","March 22, 2019",NA
+33562,Astrox: Hostile Space Excavation,6,NA,NA,6,NA,NA,NA,Jace Masula,Jace Masula,PC,Simulation,"December 01, 2015",NA,NA
+40775,Astyanax,1,NA,1,1,NA,NA,NA,Aicom,Jaleco,NES,Platform,March 1990,NA,NA
+16932,Astérix & Obélix XXL 2: Mission: Las Vegum,6,7,9,7.5,NA,NA,NA,Étranges Libéllules,Atari,"Nintendo Switch, PC, PlayStation 2","Action, Adventure, Platform","October 16, 2005",NA,NA
+687,Asuka 120% Limited Burning Fest.,1.5,NA,NA,1.5,NA,NA,NA,Fill-in-Cafe,Ask Kodansha,NA,Fighting,NA,NA,NA
+25130,Asuncia: Matsue no Jubaku,NA,NA,NA,NA,NA,NA,NA,E.O. Imagination,Xing Entertainment,NA,Role-Playing,"November 27, 1997",NA,NA
+45067,Asura,3,8.5,NA,6,NA,NA,NA,Ogre Head Studio,"Ogre Head Studio, Coconut Island Games",PC,Hack and Slash,"April 14, 2017","April 14, 2017",NA
+30820,Asura Blade: Sword of Dynasty,NA,0.3333333333333333,NA,0.3333333333333333,NA,NA,NA,Y. Takahashi,Fuuki,NA,Fighting,NA,NA,"December 04, 1998"
+51923,Asura Buster - Eternal Warriors,NA,0.25,NA,0.25,NA,NA,NA,Y. Takahashi and team,Fuuki,NA,"Arcade, Fighting",NA,NA,"December 26, 2000"
+51341,Asura Buster: Eternal Warriors,NA,NA,NA,NA,NA,NA,NA,Y. Takahashi and team,Fuuki,NA,"Scrolling, Fighting","December 26, 2000",NA,NA
+688,Asura's Wrath,7,9,13,7.5,NA,NA,NA,CyberConnect2,Capcom,"PlayStation 3, Xbox 360","Action, Beat 'em up","February 21, 2012","February 24, 2012","February 22, 2012"
+689,Asura's Wrath: Episode 11.5 - Forging Ahead,0.2833333333333333,0.31666666666666665,NA,0.31666666666666665,NA,NA,DLC/Expansion,CyberConnect2,Capcom,"PlayStation 3, Xbox 360","Action, Beat 'em Up",NA,NA,NA
+690,Asura's Wrath: Episode 15.5 - Defiance,0.26666666666666666,0.3,NA,0.2833333333333333,NA,NA,DLC/Expansion,CyberConnect2,Capcom,"PC, PlayStation 3, Xbox 360","Action, Beat 'em Up",NA,NA,NA
+691,Asura's Wrath: Episode Pack - Part IV,2,2,2.5,2,NA,NA,DLC/Expansion,CyberConnect2,Capcom,"PlayStation 3, Xbox 360","Action, Beat 'em Up",NA,NA,NA
+692,"Asura's Wrath: Lost Episode 1 - At Last, Someone Angrier Than Me",0.3333333333333333,0.4666666666666667,0.6833333333333333,0.36666666666666664,NA,NA,DLC/Expansion,CyberConnect2,Capcom,"PlayStation 3, Xbox 360","Action, Beat 'em Up",NA,NA,NA
+693,Asura's Wrath: Lost Episode 2 - The Strongest vs. The Angriest,0.3,0.3333333333333333,1,0.35,NA,NA,DLC/Expansion,CyberConnect2,Capcom,"PlayStation 3, Xbox 360","Action, Beat 'em Up",NA,NA,NA
+61938,Asylamba: Influence,NA,NA,NA,NA,NA,NA,NA,"Gil Clavien, Noé Zufferey, Jacky Casas",RTFM Corp.,NA,NA,"May 23, 2018","May 23, 2018",NA
+39392,Asylum,NA,NA,NA,NA,NA,NA,NA,Senscape,Senscape,NA,Survival Horror,NA,NA,NA
+694,Asylum (1981),NA,NA,NA,NA,NA,NA,NA,William F. Denman Jr.,Med Systems,NA,Adventure,NA,NA,NA
+62572,At Home Alone,NA,NA,1,1,NA,NA,NA,阿正不经,0Cube,NA,"Third-Person, Adventure, Horror, Role-Playing","November 01, 2018","November 01, 2018",NA
+36939,At the Mountains of Madness,NA,NA,NA,NA,NA,NA,NA,Team Clockworks,Team Clockworks,NA,"Adventure, Survival, Survival Horror","March 25, 2016",NA,NA
+15082,Atari Anniversary Advance,NA,NA,NA,NA,NA,NA,NA,Atari,Infogrames,NA,Compilation,NA,NA,NA
+59861,Atari Anniversary Edition,NA,NA,NA,NA,NA,NA,NA,Digital Eclipse,Infogrames,NA,Compilation,"July 02, 2001",NA,NA
+695,Atari Anthology,NA,NA,NA,NA,NA,NA,NA,Digital Eclipse,Atari,PlayStation 2,Compilation,"November 16, 2004",NA,NA
+696,Atari Classics Evolved,NA,NA,NA,NA,NA,NA,NA,NA,Atari,NA,Arcade,2007,NA,NA
+23555,Atari Karts,0.7666666666666667,NA,NA,0.7666666666666667,NA,NA,NA,Miracle Designs,Atari Corporation,Atari Jaguar,NA,1995,NA,NA
+36320,Atari Vault,NA,NA,NA,NA,NA,NA,NA,Code Mystics,Atari,NA,"Arcade, Compilation","March 24, 2016",NA,NA
+22427,Atari Video Cube,NA,NA,NA,NA,NA,NA,NA,Atari,Atari,NA,Puzzle,1982,NA,NA
+697,Atari: 80 Classic Games in One!,NA,NA,NA,NA,NA,NA,NA,Digital Eclipse,Atari,NA,"Arcade, Compilation","November 11, 2003",NA,NA
+698,Atelier Annie: Alchemists of Sera Island,14,16,45,17,NA,NA,NA,Gust,"JP: Gust, NA: NIS America, EU: Koei",Nintendo DS,"Simulation, RPG","October 27, 2009",NA,"March 12, 2009"
+24382,Atelier Ayesha Plus: The Alchemist of Dusk,24,36,85,35,NA,NA,NA,Gust,Tecmo Koei,PlayStation Vita,Role-Playing,"January 13, 2015","January 14, 2015",NA
+699,Atelier Ayesha: The Alchemist of Dusk,23.5,36,37.5,33.5,NA,NA,NA,Gust,Tecmo Koei,PlayStation 3,Role-Playing,"March 05, 2013","March 08, 2013","June 28, 2012"
+25782,Atelier Elie: The Alchemist of Salburg 2,NA,NA,NA,NA,NA,NA,NA,Gust,Gust,NA,Role-Playing,NA,NA,"December 17, 1998"
+33709,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,29,37,46.5,37.5,NA,NA,NA,Gust,Koei Tecmo,PlayStation Vita,Role-Playing,"January 22, 2015",NA,NA
+17462,Atelier Escha & Logy: Alchemists of the Dusk Sky,31.5,46,63.5,44.5,NA,NA,NA,Gust,Tecmo Koei,PlayStation 3,"Third-Person, Turn-Based, Role-Playing","March 11, 2014","March 07, 2014","July 27, 2013"
